grid_id,longitude,latitude,gold_label_strict,distance_to_nearest_deposit_km,distance_to_nearest_broad_gold_site_km,spatial_fold,Random Forest,XGBoost,final_ensemble_score,model_disagreement,final_rank,pre_gravity_rank,pre_gravity_score,rank_movement_after_gravity_reduction,final_tier
334,121.69895878490269,-29.92795544376571,0.0,25.19813821564463,22.142764139001567,2,0.023202463521614182,0.009264047257602215,0.0162332553896082,0.013938416264011967,134,154,0.013984147848946,20,Lower
20,120.65638592846555,-31.365253323751347,0.0,43.13712781473163,26.68515233589452,4,0.020321908424938195,0.01186765544116497,0.016094781933051583,0.008454252983773225,135,113,0.1041752908381484,-22,Lower
3,120.864900499753,-31.45508444125045,0.0,44.76436685790343,33.80142853753165,4,0.02058055119062321,0.011596547439694405,0.01608854931515881,0.008984003750928806,136,134,0.0430583000918314,-2,Lower
2,120.76064321410928,-31.45508444125045,0.0,47.18704686106651,33.323043148033705,4,0.020321908424938195,0.011596547439694405,0.0159592279323163,0.00872536098524379,137,136,0.0404642406858908,-1,Lower
76,120.55212864282186,-31.09575997125404,0.0,33.984593110706825,24.16192537197927,4,0.020321908424938195,0.010735835880041122,0.015528872152489659,0.009586072544897073,138,130,0.0609152671308,-8,Lower
333,121.59470149925896,-29.92795544376571,0.0,27.181272857454392,27.181272857454392,2,0.0216777050675079,0.009033288806676865,0.015355496937092383,0.012644416260831036,139,162,0.0047110522435708,23,Lower
23,120.9691577853967,-31.365253323751347,0.0,34.23232378155379,22.19027031399069,4,0.01883242766383063,0.01103175338357687,0.01493209052370375,0.007800674280253762,140,104,0.1259269632698411,-36,Lower
5,121.07341507104042,-31.45508444125045,0.0,34.6274384352384,28.860444477011946,4,0.017974490584562606,0.011022050864994526,0.014498270724778566,0.00695243971956808,141,131,0.0587319741262394,-10,Lower
393,121.90747335619012,-29.658462091268404,0.0,24.113281333309708,14.523294398703715,2,0.019158678209824875,0.009740560315549374,0.014449619262687124,0.009418117894275501,142,144,0.0233504155002538,2,Lower
372,121.69895878490269,-29.748293208767507,0.0,44.71742603678246,27.29447081629799,2,0.018047986856987795,0.009682430885732174,0.013865208871359985,0.008365555971255621,143,139,0.0296111557011173,-4,Lower
336,121.90747335619012,-29.92795544376571,0.0,32.11649466877476,16.80931018492948,2,0.016905249614932862,0.009560604579746723,0.013232927097339793,0.007344645035186139,144,161,0.0068323083871588,17,Lower
24,121.07341507104042,-31.365253323751347,0.0,33.04416875391769,18.90353333168653,4,0.017676700625718574,0.008385983295738697,0.013031341960728636,0.009290717329979877,145,83,0.1819192225837638,-62,Lower
373,121.8032160705464,-29.748293208767507,0.0,34.82782991532146,24.448055994321564,2,0.016114504467976715,0.009740560315549374,0.012927532391763044,0.006373944152427341,146,145,0.0230923479982579,-1,Lower
354,121.8032160705464,-29.83812432626661,0.0,36.54786831229319,26.58682354947555,2,0.016114504467976715,0.009560604579746723,0.012837554523861719,0.0065538998882299915,147,143,0.0278029365230351,-4,Lower
352,121.59470149925896,-29.83812432626661,0.0,36.63439069590227,36.30898874053069,2,0.01569923555123586,0.009217658080160618,0.01245844681569824,0.006481577471075244,148,153,0.0142566959889717,5,Lower
353,121.69895878490269,-29.83812432626661,0.0,35.18677695193232,30.194606717591064,2,0.015813464511764342,0.009070873260498047,0.012442168886131194,0.006742591251266295,149,141,0.0286042272946507,-8,Lower
390,121.59470149925896,-29.658462091268404,0.0,46.84594443361177,26.63167386049163,2,0.015813464511764342,0.009070873260498047,0.012442168886131194,0.006742591251266295,150,159,0.0075473790882336,9,Lower
409,121.59470149925896,-29.568630973769302,0.0,51.33440151657823,22.863062042877885,2,0.015813464511764342,0.009070873260498047,0.012442168886131194,0.006742591251266295,151,157,0.0132077771379972,6,Lower
25,121.17767235668413,-31.365253323751347,0.0,23.14633777138664,20.459794340263475,4,0.01671314408021428,0.008099776692688465,0.012406460386451372,0.008613367387525814,152,92,0.1598482705528058,-60,Lower
18,122.42875978440868,-31.45508444125045,0.0,48.7142701687669,41.54230006604413,0,0.01414141414141414,0.01004047878086567,0.012090946461139906,0.004100935360548471,153,80,0.1903974997205182,-73,Lower
371,121.59470149925896,-29.748293208767507,0.0,44.19742646460232,33.095665246285705,2,0.013672453068427319,0.009483092464506626,0.011577772766466973,0.004189360603920693,154,156,0.0132616648025193,2,Lower
36,122.32450249876496,-31.365253323751347,0.0,34.80392486311701,27.70728899931605,0,0.007519157088122605,0.012116893194615841,0.009818025141369223,0.004597736106493236,155,97,0.1503593311655803,-58,Lower
35,122.22024521312125,-31.365253323751347,0.0,27.34768374294023,23.96305408287945,0,0.005498955067920586,0.013887736946344376,0.00969334600713248,0.00838878187842379,156,90,0.1663062758018459,-66,Lower
313,121.49044421361526,-30.017786561264813,0.0,25.300976014862915,23.55058790711219,2,0.010016138079505178,0.00920341070741415,0.009609774393459664,0.0008127273720910273,157,163,0.004,6,Lower
351,121.49044421361526,-29.83812432626661,0.0,33.69780198812273,32.81940451749811,2,0.00911299356709355,0.008759135380387306,0.00893606447374043,0.0003538581867062445,158,160,0.0068691133540785,2,Lower
332,121.49044421361526,-29.92795544376571,0.0,32.312870439724094,29.563911575312947,2,0.007388999009849839,0.009033288806676865,0.008211143908263352,0.0016442897968270255,159,164,0.00396637863315,5,Lower
407,121.38618692797156,-29.568630973769302,0.0,32.13810435147876,25.257434447278527,3,0.00016124915895222836,0.0073797814548015594,0.003770515306876894,0.007218532295849331,160,148,0.0210117527042584,-12,Lower
408,121.49044421361526,-29.568630973769302,0.0,41.65345024814886,32.819143173792035,3,0.00016124915895222836,0.006282649002969265,0.0032219490809607468,0.006121399844017036,161,146,0.0223251487321262,-15,Lower
370,121.49044421361526,-29.748293208767507,0.0,34.29907145030005,34.29907145030005,3,0.00016124915895222836,0.006264082156121731,0.0032126656575369797,0.006102832997169502,162,149,0.0202854440626826,-13,Lower
389,121.49044421361526,-29.658462091268404,0.0,37.64120460062662,34.15622708436059,3,0.00016124915895222836,0.006138394586741924,0.0031498218728470764,0.005977145427789696,163,152,0.0160179786542343,-11,Lower
388,121.38618692797156,-29.658462091268404,0.0,29.01455320510325,24.112387890412155,3,0.00016124915895222836,0.005978071130812168,0.0030696601448821983,0.0058168219718599395,164,142,0.0284097873519955,-22,Lower
